date,section,row_name,count
03-28,city/community,los angeles - sycamore square,0
03-29,city/community,los angeles - sycamore square,0
03-30,city/community,los angeles - sycamore square,0
03-31,city/community,los angeles - sycamore square,0
04-01,city/community,los angeles - sycamore square,0
04-02,city/community,los angeles - sycamore square,0
04-03,city/community,los angeles - sycamore square,0
03-28,city/community,los angeles - sylmar,8
03-29,city/community,los angeles - sylmar,15
03-30,city/community,los angeles - sylmar,18
03-31,city/community,los angeles - sylmar,25
04-01,city/community,los angeles - sylmar,30
04-02,city/community,los angeles - sylmar,35
04-03,city/community,los angeles - sylmar,42
03-29,city/community,los angeles - tarzana,23
03-30,city/community,los angeles - tarzana,24
03-31,city/community,los angeles - tarzana,26
04-01,city/community,los angeles - tarzana,29
04-02,city/community,los angeles - tarzana,29
04-03,city/community,los angeles - tarzana,30
03-28,city/community,los angeles - temple-beaudry,5
03-29,city/community,los angeles - temple-beaudry,5
03-30,city/community,los angeles - temple-beaudry,8
03-31,city/community,los angeles - temple-beaudry,10
04-01,city/community,los angeles - temple-beaudry,11
04-02,city/community,los angeles - temple-beaudry,12
04-03,city/community,los angeles - temple-beaudry,15
03-28,city/community,los angeles - thai town,0
03-29,city/community,los angeles - thai town,0
03-30,city/community,los angeles - thai town,0
03-31,city/community,los angeles - thai town,0
04-01,city/community,los angeles - thai town,0
04-02,city/community,los angeles - thai town,0
03-28,city/community,los angeles - toluca lake,0
03-29,city/community,los angeles - toluca lake,0
03-30,city/community,los angeles - toluca lake,0
03-31,city/community,los angeles - toluca lake,0
04-01,city/community,los angeles - toluca lake,0
04-02,city/community,los angeles - toluca lake,0
04-03,city/community,los angeles - toluca lake,5
03-28,city/community,los angeles - toluca terrace,0
03-29,city/community,los angeles - toluca terrace,0
03-30,city/community,los angeles - toluca terrace,0
03-31,city/community,los angeles - toluca terrace,0
04-01,city/community,los angeles - toluca terrace,0
04-02,city/community,los angeles - toluca terrace,0
04-03,city/community,los angeles - toluca terrace,0
03-28,city/community,los angeles - toluca woods,0
03-29,city/community,los angeles - toluca woods,0
03-30,city/community,los angeles - toluca woods,0
03-31,city/community,los angeles - toluca woods,0
04-01,city/community,los angeles - toluca woods,0
04-02,city/community,los angeles - toluca woods,0
04-03,city/community,los angeles - toluca woods,0
03-28,city/community,los angeles - tujunga,2
03-29,city/community,los angeles - tujunga,3
03-30,city/community,los angeles - tujunga,4
03-31,city/community,los angeles - tujunga,5
04-01,city/community,los angeles - tujunga,5
04-02,city/community,los angeles - tujunga,5
04-03,city/community,los angeles - tujunga,7
03-28,city/community,los angeles - university hills,0
03-29,city/community,los angeles - university hills,0
03-30,city/community,los angeles - university hills,0
03-31,city/community,los angeles - university hills,0
04-01,city/community,los angeles - university hills,0
04-02,city/community,los angeles - university hills,0
04-03,city/community,los angeles - university hills,0
03-28,city/community,los angeles - university park,5
03-29,city/community,los angeles - university park,5
03-30,city/community,los angeles - university park,6
03-31,city/community,los angeles - university park,12
04-01,city/community,los angeles - university park,14
04-02,city/community,los angeles - university park,15
04-03,city/community,los angeles - university park,16
03-28,city/community,los angeles - valley glen,3
03-29,city/community,los angeles - valley glen,4
03-30,city/community,los angeles - valley glen,4
03-31,city/community,los angeles - valley glen,7
04-01,city/community,los angeles - valley glen,8
04-02,city/community,los angeles - valley glen,11
04-03,city/community,los angeles - valley glen,12
03-28,city/community,los angeles - valley village,14
03-29,city/community,los angeles - valley village,18
03-30,city/community,los angeles - valley village,19
03-31,city/community,los angeles - valley village,21
04-01,city/community,los angeles - valley village,23
04-02,city/community,los angeles - valley village,23
04-03,city/community,los angeles - valley village,27
03-28,city/community,los angeles - van nuys,6
03-29,city/community,los angeles - van nuys,7
03-30,city/community,los angeles - van nuys,10
03-31,city/community,los angeles - van nuys,13
04-01,city/community,los angeles - van nuys,17
04-02,city/community,los angeles - van nuys,22
04-03,city/community,los angeles - van nuys,26
03-28,city/community,los angeles - venice,13
03-29,city/community,los angeles - venice,17
03-30,city/community,los angeles - venice,18
03-31,city/community,los angeles - venice,18
04-01,city/community,los angeles - venice,18
04-02,city/community,los angeles - venice,20
04-03,city/community,los angeles - venice,20
03-28,city/community,los angeles - vermont knolls,0
03-29,city/community,los angeles - vermont knolls,0
03-30,city/community,los angeles - vermont knolls,0
03-31,city/community,los angeles - vermont knolls,0
04-01,city/community,los angeles - vermont knolls,5
04-02,city/community,los angeles - vermont knolls,7
04-03,city/community,los angeles - vermont knolls,7
03-28,city/community,los angeles - vermont square,0
03-29,city/community,los angeles - vermont square,0
03-30,city/community,los angeles - vermont square,0
03-31,city/community,los angeles - vermont square,0
04-01,city/community,los angeles - vermont square,0
04-02,city/community,los angeles - vermont square,5
04-03,city/community,los angeles - vermont square,5
03-28,city/community,los angeles - vermont vista,3
03-29,city/community,los angeles - vermont vista,5
03-30,city/community,los angeles - vermont vista,5
03-31,city/community,los angeles - vermont vista,6
04-01,city/community,los angeles - vermont vista,7
04-02,city/community,los angeles - vermont vista,7
04-03,city/community,los angeles - vermont vista,8
03-28,city/community,los angeles - vernon central,3
03-29,city/community,los angeles - vernon central,3
03-30,city/community,los angeles - vernon central,4
03-31,city/community,los angeles - vernon central,5
04-01,city/community,los angeles - vernon central,5
04-02,city/community,los angeles - vernon central,7
04-03,city/community,los angeles - vernon central,8
03-28,city/community,los angeles - victoria park,0
03-29,city/community,los angeles - victoria park,0
03-30,city/community,los angeles - victoria park,0
03-31,city/community,los angeles - victoria park,0
04-01,city/community,los angeles - victoria park,0
04-02,city/community,los angeles - victoria park,6
04-03,city/community,los angeles - victoria park,7
03-28,city/community,los angeles - view heights,0
03-29,city/community,los angeles - view heights,0
03-30,city/community,los angeles - view heights,0
03-31,city/community,los angeles - view heights,0
04-01,city/community,los angeles - view heights,0
04-02,city/community,los angeles - view heights,0
03-28,city/community,los angeles - watts,1
03-29,city/community,los angeles - watts,2
03-30,city/community,los angeles - watts,2
03-31,city/community,los angeles - watts,7
04-01,city/community,los angeles - watts,7
04-02,city/community,los angeles - watts,11
04-03,city/community,los angeles - watts,12
03-28,city/community,los angeles - wellington square,0
03-29,city/community,los angeles - wellington square,0
03-30,city/community,los angeles - wellington square,0
03-31,city/community,los angeles - wellington square,0
04-01,city/community,los angeles - wellington square,0
04-02,city/community,los angeles - wellington square,0
04-03,city/community,los angeles - wellington square,0
03-28,city/community,los angeles - west adams,7
03-29,city/community,los angeles - west adams,7
03-30,city/community,los angeles - west adams,9
03-31,city/community,los angeles - west adams,12
04-01,city/community,los angeles - west adams,14
04-02,city/community,los angeles - west adams,15
04-03,city/community,los angeles - west adams,16
03-28,city/community,los angeles - west hills,5
03-29,city/community,los angeles - west hills,6
03-30,city/community,los angeles - west hills,7
03-31,city/community,los angeles - west hills,10
04-01,city/community,los angeles - west hills,10
04-02,city/community,los angeles - west hills,11
04-03,city/community,los angeles - west hills,12
03-28,city/community,los angeles - west los angeles,13
03-29,city/community,los angeles - west los angeles,18
03-30,city/community,los angeles - west los angeles,19
03-31,city/community,los angeles - west los angeles,20
04-01,city/community,los angeles - west los angeles,22
04-02,city/community,los angeles - west los angeles,24
04-03,city/community,los angeles - west los angeles,25
03-28,city/community,los angeles - west vernon,8
03-29,city/community,los angeles - west vernon,8
03-30,city/community,los angeles - west vernon,9
03-31,city/community,los angeles - west vernon,13
04-01,city/community,los angeles - west vernon,15
04-02,city/community,los angeles - west vernon,17
04-03,city/community,los angeles - west vernon,22
03-28,city/community,los angeles - westchester,12
03-29,city/community,los angeles - westchester,17
03-30,city/community,los angeles - westchester,17
03-31,city/community,los angeles - westchester,17
04-01,city/community,los angeles - westchester,18
04-02,city/community,los angeles - westchester,18
04-03,city/community,los angeles - westchester,22
03-28,city/community,los angeles - westlake,2
03-29,city/community,los angeles - westlake,5
03-30,city/community,los angeles - westlake,7
03-31,city/community,los angeles - westlake,10
04-01,city/community,los angeles - westlake,13
04-02,city/community,los angeles - westlake,20
04-03,city/community,los angeles - westlake,23
03-28,city/community,los angeles - westwood,17
03-29,city/community,los angeles - westwood,22
03-30,city/community,los angeles - westwood,26
03-31,city/community,los angeles - westwood,28
04-01,city/community,los angeles - westwood,26
04-02,city/community,los angeles - westwood,25
04-03,city/community,los angeles - westwood,27
03-28,city/community,los angeles - wholesale district,11
03-29,city/community,los angeles - wholesale district,12
03-30,city/community,los angeles - wholesale district,10
03-31,city/community,los angeles - wholesale district,10
04-01,city/community,los angeles - wholesale district,10
04-02,city/community,los angeles - wholesale district,12
04-03,city/community,los angeles - wholesale district,13
03-28,city/community,los angeles - wilmington,7
03-29,city/community,los angeles - wilmington,10
03-30,city/community,los angeles - wilmington,10
03-31,city/community,los angeles - wilmington,12
04-01,city/community,los angeles - wilmington,13
04-02,city/community,los angeles - wilmington,13
04-03,city/community,los angeles - wilmington,16
03-28,city/community,los angeles - wilshire center,4
03-29,city/community,los angeles - wilshire center,5
03-30,city/community,los angeles - wilshire center,8
03-31,city/community,los angeles - wilshire center,8
04-01,city/community,los angeles - wilshire center,12
04-02,city/community,los angeles - wilshire center,15
04-03,city/community,los angeles - wilshire center,17
03-28,city/community,los angeles - winnetka,8
03-29,city/community,los angeles - winnetka,9
03-30,city/community,los angeles - winnetka,9
03-31,city/community,los angeles - winnetka,10
04-01,city/community,los angeles - winnetka,11
04-02,city/community,los angeles - winnetka,15
04-03,city/community,los angeles - winnetka,18
03-28,city/community,los angeles - woodland hills,18
03-29,city/community,los angeles - woodland hills,19
03-30,city/community,los angeles - woodland hills,22
03-31,city/community,los angeles - woodland hills,25
04-01,city/community,los angeles - woodland hills,29
04-02,city/community,los angeles - woodland hills,33
04-03,city/community,los angeles - woodland hills,36
03-28,city/community,unincorporated - acton,0
03-29,city/community,unincorporated - acton,0
03-30,city/community,unincorporated - acton,0
03-31,city/community,unincorporated - acton,0
04-01,city/community,unincorporated - acton,0
04-02,city/community,unincorporated - acton,0
03-28,city/community,unincorporated - agua dulce,0
03-29,city/community,unincorporated - agua dulce,0
03-30,city/community,unincorporated - agua dulce,0
03-31,city/community,unincorporated - agua dulce,0
04-01,city/community,unincorporated - agua dulce,0
04-02,city/community,unincorporated - agua dulce,0
04-03,city/community,unincorporated - agua dulce,0
03-28,city/community,unincorporated - altadena,10
03-29,city/community,unincorporated - altadena,10
03-30,city/community,unincorporated - altadena,10
03-31,city/community,unincorporated - altadena,12
04-01,city/community,unincorporated - altadena,14
04-02,city/community,unincorporated - altadena,16
04-03,city/community,unincorporated - altadena,16
03-28,city/community,unincorporated - anaverde,0
03-29,city/community,unincorporated - anaverde,0
03-30,city/community,unincorporated - anaverde,0
03-31,city/community,unincorporated - anaverde,0
04-01,city/community,unincorporated - anaverde,0
04-02,city/community,unincorporated - anaverde,0
04-03,city/community,unincorporated - anaverde,0
03-28,city/community,unincorporated - angeles national forest,0
03-29,city/community,unincorporated - angeles national forest,0
03-30,city/community,unincorporated - angeles national forest,0
03-31,city/community,unincorporated - angeles national forest,0
04-01,city/community,unincorporated - angeles national forest,0
04-02,city/community,unincorporated - angeles national forest,0
04-03,city/community,unincorporated - angeles national forest,0
03-28,city/community,unincorporated - arcadia,0
03-29,city/community,unincorporated - arcadia,0
03-30,city/community,unincorporated - arcadia,0
03-31,city/community,unincorporated - arcadia,0
04-01,city/community,unincorporated - arcadia,0
04-02,city/community,unincorporated - arcadia,0
04-03,city/community,unincorporated - arcadia,0
03-28,city/community,unincorporated - athens village,0
03-29,city/community,unincorporated - athens village,0
03-30,city/community,unincorporated - athens village,0
03-31,city/community,unincorporated - athens village,0
04-01,city/community,unincorporated - athens village,0
04-02,city/community,unincorporated - athens village,0
03-28,city/community,unincorporated - athens-westmont,7
03-29,city/community,unincorporated - athens-westmont,7
03-30,city/community,unincorporated - athens-westmont,7
03-31,city/community,unincorporated - athens-westmont,11
04-01,city/community,unincorporated - athens-westmont,13
04-02,city/community,unincorporated - athens-westmont,15
04-03,city/community,unincorporated - athens-westmont,17
03-28,city/community,unincorporated - avocado heights,0
03-29,city/community,unincorporated - avocado heights,0
03-30,city/community,unincorporated - avocado heights,0
03-31,city/community,unincorporated - avocado heights,0
04-01,city/community,unincorporated - avocado heights,0
04-02,city/community,unincorporated - avocado heights,0
04-03,city/community,unincorporated - avocado heights,0
03-28,city/community,unincorporated - azusa,0
03-29,city/community,unincorporated - azusa,0
03-30,city/community,unincorporated - azusa,0
03-31,city/community,unincorporated - azusa,0
04-01,city/community,unincorporated - azusa,0
04-02,city/community,unincorporated - azusa,0
03-28,city/community,unincorporated - bassett,0
03-29,city/community,unincorporated - bassett,0
03-30,city/community,unincorporated - bassett,0
03-31,city/community,unincorporated - bassett,0
04-01,city/community,unincorporated - bassett,0
04-02,city/community,unincorporated - bassett,0
04-03,city/community,unincorporated - bassett,0
03-28,city/community,unincorporated - bouquet canyon,0
03-29,city/community,unincorporated - bouquet canyon,0
03-30,city/community,unincorporated - bouquet canyon,0
03-31,city/community,unincorporated - bouquet canyon,0
04-01,city/community,unincorporated - bouquet canyon,0
04-02,city/community,unincorporated - bouquet canyon,0
04-03,city/community,unincorporated - bouquet canyon,0
03-28,city/community,unincorporated - bradbury,0
03-29,city/community,unincorporated - bradbury,0
03-30,city/community,unincorporated - bradbury,0
03-31,city/community,unincorporated - bradbury,0
04-01,city/community,unincorporated - bradbury,0
04-02,city/community,unincorporated - bradbury,0
04-03,city/community,unincorporated - bradbury,0
03-28,city/community,unincorporated - canyon country,0
03-29,city/community,unincorporated - canyon country,0
03-30,city/community,unincorporated - canyon country,0
03-31,city/community,unincorporated - canyon country,0
04-01,city/community,unincorporated - canyon country,0
04-02,city/community,unincorporated - canyon country,0
04-03,city/community,unincorporated - canyon country,5
03-28,city/community,unincorporated - castaic,4
03-29,city/community,unincorporated - castaic,4
03-30,city/community,unincorporated - castaic,3
03-31,city/community,unincorporated - castaic,3
04-01,city/community,unincorporated - castaic,3
04-02,city/community,unincorporated - castaic,4
04-03,city/community,unincorporated - castaic,4
03-28,city/community,unincorporated - cerritos,0
03-29,city/community,unincorporated - cerritos,0
03-30,city/community,unincorporated - cerritos,0
03-31,city/community,unincorporated - cerritos,0
04-01,city/community,unincorporated - cerritos,0
04-02,city/community,unincorporated - cerritos,0
04-03,city/community,unincorporated - cerritos,0
03-31,city/community,unincorporated - charter oak,0
04-01,city/community,unincorporated - charter oak,0
04-02,city/community,unincorporated - charter oak,0
03-28,city/community,unincorporated - claremont,0
03-29,city/community,unincorporated - claremont,0
03-30,city/community,unincorporated - claremont,0
03-31,city/community,unincorporated - claremont,0
04-01,city/community,unincorporated - claremont,0
04-02,city/community,unincorporated - claremont,0
04-03,city/community,unincorporated - claremont,0
03-28,city/community,unincorporated - covina,0
03-29,city/community,unincorporated - covina,0
03-30,city/community,unincorporated - covina,0
03-31,city/community,unincorporated - covina,0
04-01,city/community,unincorporated - covina,0
04-02,city/community,unincorporated - covina,6
04-03,city/community,unincorporated - covina,6
03-28,city/community,unincorporated - covina (charter oak),0
03-29,city/community,unincorporated - covina (charter oak),0
03-30,city/community,unincorporated - covina (charter oak),0
03-31,city/community,unincorporated - covina (charter oak),0
04-01,city/community,unincorporated - covina (charter oak),0
04-02,city/community,unincorporated - covina (charter oak),0
03-28,city/community,unincorporated - del aire,0
03-29,city/community,unincorporated - del aire,0
03-30,city/community,unincorporated - del aire,0
03-31,city/community,unincorporated - del aire,0
04-01,city/community,unincorporated - del aire,0
04-02,city/community,unincorporated - del aire,0
03-28,city/community,unincorporated - del rey,0
03-29,city/community,unincorporated - del rey,0
03-30,city/community,unincorporated - del rey,0
03-31,city/community,unincorporated - del rey,0
04-01,city/community,unincorporated - del rey,0
04-02,city/community,unincorporated - del rey,0
04-03,city/community,unincorporated - del rey,0
03-28,city/community,unincorporated - del sur,0
03-29,city/community,unincorporated - del sur,0
03-30,city/community,unincorporated - del sur,0
03-31,city/community,unincorporated - del sur,0
04-01,city/community,unincorporated - del sur,0
04-02,city/community,unincorporated - del sur,0
04-03,city/community,unincorporated - del sur,0
03-28,city/community,unincorporated - desert view highlands,0
03-29,city/community,unincorporated - desert view highlands,0
03-30,city/community,unincorporated - desert view highlands,0
03-31,city/community,unincorporated - desert view highlands,0
04-01,city/community,unincorporated - desert view highlands,0
04-02,city/community,unincorporated - desert view highlands,0
04-03,city/community,unincorporated - desert view highlands,0
03-28,city/community,unincorporated - duarte,0
03-29,city/community,unincorporated - duarte,0
03-30,city/community,unincorporated - duarte,0
03-31,city/community,unincorporated - duarte,0
04-01,city/community,unincorporated - duarte,0
04-02,city/community,unincorporated - duarte,0
04-03,city/community,unincorporated - duarte,0
03-28,city/community,unincorporated - east covina,0
03-29,city/community,unincorporated - east covina,0
03-30,city/community,unincorporated - east covina,0
03-31,city/community,unincorporated - east covina,0
04-01,city/community,unincorporated - east covina,0
04-02,city/community,unincorporated - east covina,0
04-03,city/community,unincorporated - east covina,0
03-28,city/community,unincorporated - east la mirada,0
03-29,city/community,unincorporated - east la mirada,0
03-30,city/community,unincorporated - east la mirada,0
03-31,city/community,unincorporated - east la mirada,0
04-01,city/community,unincorporated - east la mirada,0
04-02,city/community,unincorporated - east la mirada,0
03-28,city/community,unincorporated - east lancaster,0
03-29,city/community,unincorporated - east lancaster,0
03-30,city/community,unincorporated - east lancaster,0
03-31,city/community,unincorporated - east lancaster,0
04-01,city/community,unincorporated - east lancaster,0
04-02,city/community,unincorporated - east lancaster,0
04-03,city/community,unincorporated - east lancaster,0
03-28,city/community,unincorporated - east los angeles,8
03-29,city/community,unincorporated - east los angeles,9
03-30,city/community,unincorporated - east los angeles,11
03-31,city/community,unincorporated - east los angeles,14
04-01,city/community,unincorporated - east los angeles,16
04-02,city/community,unincorporated - east los angeles,23
04-03,city/community,unincorporated - east los angeles,28
03-28,city/community,unincorporated - east pasadena,0
03-29,city/community,unincorporated - east pasadena,0
03-30,city/community,unincorporated - east pasadena,0
03-31,city/community,unincorporated - east pasadena,0
04-01,city/community,unincorporated - east pasadena,0
04-02,city/community,unincorporated - east pasadena,0
04-03,city/community,unincorporated - east pasadena,0
03-28,city/community,unincorporated - east rancho dominguez,0
03-29,city/community,unincorporated - east rancho dominguez,0
03-30,city/community,unincorporated - east rancho dominguez,0
03-31,city/community,unincorporated - east rancho dominguez,0
04-01,city/community,unincorporated - east rancho dominguez,0
04-02,city/community,unincorporated - east rancho dominguez,0
03-28,city/community,unincorporated - east whittier,0
03-29,city/community,unincorporated - east whittier,0
03-30,city/community,unincorporated - east whittier,0
03-31,city/community,unincorporated - east whittier,0
04-01,city/community,unincorporated - east whittier,0
04-02,city/community,unincorporated - east whittier,0
03-28,city/community,unincorporated - el camino village,0
03-29,city/community,unincorporated - el camino village,0
03-30,city/community,unincorporated - el camino village,0
03-31,city/community,unincorporated - el camino village,0
04-01,city/community,unincorporated - el camino village,0
04-02,city/community,unincorporated - el camino village,0
03-28,city/community,unincorporated - el monte,0
03-29,city/community,unincorporated - el monte,0
03-30,city/community,unincorporated - el monte,0
03-31,city/community,unincorporated - el monte,0
04-01,city/community,unincorporated - el monte,0
04-02,city/community,unincorporated - el monte,0
04-03,city/community,unincorporated - el monte,0
03-28,city/community,unincorporated - elizabeth lake,0
03-29,city/community,unincorporated - elizabeth lake,0
03-30,city/community,unincorporated - elizabeth lake,0
03-31,city/community,unincorporated - elizabeth lake,0
04-01,city/community,unincorporated - elizabeth lake,0
04-02,city/community,unincorporated - elizabeth lake,0
04-03,city/community,unincorporated - elizabeth lake,0
03-28,city/community,unincorporated - florence-firestone,0
03-29,city/community,unincorporated - florence-firestone,0
03-30,city/community,unincorporated - florence-firestone,0
03-31,city/community,unincorporated - florence-firestone,0
04-01,city/community,unincorporated - florence-firestone,19
04-02,city/community,unincorporated - florence-firestone,23
04-03,city/community,unincorporated - florence-firestone,26
03-28,city/community,unincorporated - glendora,0
03-29,city/community,unincorporated - glendora,0
03-30,city/community,unincorporated - glendora,0
03-31,city/community,unincorporated - glendora,0
04-01,city/community,unincorporated - glendora,0
04-02,city/community,unincorporated - glendora,0
04-03,city/community,unincorporated - glendora,0
03-28,city/community,unincorporated - hacienda heights,2
03-29,city/community,unincorporated - hacienda heights,2
03-30,city/community,unincorporated - hacienda heights,2
03-31,city/community,unincorporated - hacienda heights,5
04-01,city/community,unincorporated - hacienda heights,8
04-02,city/community,unincorporated - hacienda heights,12
04-03,city/community,unincorporated - hacienda heights,12
03-31,city/community,unincorporated - harbor gateway,0
04-01,city/community,unincorporated - harbor gateway,0
04-02,city/community,unincorporated - harbor gateway,0
03-28,city/community,unincorporated - hawthorne,0
03-29,city/community,unincorporated - hawthorne,0
03-30,city/community,unincorporated - hawthorne,0
03-31,city/community,unincorporated - hawthorne,0
04-01,city/community,unincorporated - hawthorne,0
04-02,city/community,unincorporated - hawthorne,0
03-28,city/community,unincorporated - hi vista,0
03-29,city/community,unincorporated - hi vista,0
03-30,city/community,unincorporated - hi vista,0
03-31,city/community,unincorporated - hi vista,0
04-01,city/community,unincorporated - hi vista,0
04-02,city/community,unincorporated - hi vista,0
04-03,city/community,unincorporated - hi vista,0
03-28,city/community,unincorporated - kagel/lopez canyons,0
03-29,city/community,unincorporated - kagel/lopez canyons,0
03-30,city/community,unincorporated - kagel/lopez canyons,0
03-31,city/community,unincorporated - kagel/lopez canyons,0
04-01,city/community,unincorporated - kagel/lopez canyons,0
04-02,city/community,unincorporated - kagel/lopez canyons,0
04-03,city/community,unincorporated - kagel/lopez canyons,0
03-28,city/community,unincorporated - la crescenta-montrose,0
03-29,city/community,unincorporated - la crescenta-montrose,0
03-30,city/community,unincorporated - la crescenta-montrose,0
03-31,city/community,unincorporated - la crescenta-montrose,0
04-01,city/community,unincorporated - la crescenta-montrose,0
04-02,city/community,unincorporated - la crescenta-montrose,0
03-28,city/community,unincorporated - la habra heights,0
03-29,city/community,unincorporated - la habra heights,0
03-30,city/community,unincorporated - la habra heights,0
03-31,city/community,unincorporated - la habra heights,0
04-01,city/community,unincorporated - la habra heights,0
04-02,city/community,unincorporated - la habra heights,0
04-03,city/community,unincorporated - la habra heights,0
03-28,city/community,unincorporated - la rambla,0
03-29,city/community,unincorporated - la rambla,0
03-30,city/community,unincorporated - la rambla,0
03-31,city/community,unincorporated - la rambla,0
04-01,city/community,unincorporated - la rambla,0
04-02,city/community,unincorporated - la rambla,0
03-28,city/community,unincorporated - la verne,0
03-29,city/community,unincorporated - la verne,0
03-30,city/community,unincorporated - la verne,0
03-31,city/community,unincorporated - la verne,0
04-01,city/community,unincorporated - la verne,0
04-02,city/community,unincorporated - la verne,0
03-28,city/community,unincorporated - ladera heights,0
03-29,city/community,unincorporated - ladera heights,0
03-30,city/community,unincorporated - ladera heights,0
03-31,city/community,unincorporated - ladera heights,5
04-01,city/community,unincorporated - ladera heights,5
04-02,city/community,unincorporated - ladera heights,6
04-03,city/community,unincorporated - ladera heights,7
03-28,city/community,unincorporated - lake hughes,0
03-29,city/community,unincorporated - lake hughes,0
03-30,city/community,unincorporated - lake hughes,0
03-31,city/community,unincorporated - lake hughes,0
04-01,city/community,unincorporated - lake hughes,0
04-02,city/community,unincorporated - lake hughes,0
04-03,city/community,unincorporated - lake hughes,0
03-28,city/community,unincorporated - lake los angeles,0
03-29,city/community,unincorporated - lake los angeles,0
03-30,city/community,unincorporated - lake los angeles,0
03-31,city/community,unincorporated - lake los angeles,0
04-01,city/community,unincorporated - lake los angeles,0
04-02,city/community,unincorporated - lake los angeles,0
03-28,city/community,unincorporated - lake manor,0
03-29,city/community,unincorporated - lake manor,0
03-30,city/community,unincorporated - lake manor,0
03-31,city/community,unincorporated - lake manor,0
04-01,city/community,unincorporated - lake manor,0
04-02,city/community,unincorporated - lake manor,0
04-03,city/community,unincorporated - lake manor,0
03-28,city/community,unincorporated - lakewood,0
03-29,city/community,unincorporated - lakewood,0
03-30,city/community,unincorporated - lakewood,0
03-31,city/community,unincorporated - lakewood,0
04-01,city/community,unincorporated - lakewood,0
04-02,city/community,unincorporated - lakewood,0
04-03,city/community,unincorporated - lakewood,0
03-28,city/community,unincorporated - lennox,0
03-29,city/community,unincorporated - lennox,5
03-30,city/community,unincorporated - lennox,7
03-31,city/community,unincorporated - lennox,8
04-01,city/community,unincorporated - lennox,8
04-02,city/community,unincorporated - lennox,9
04-03,city/community,unincorporated - lennox,10
03-28,city/community,unincorporated - leona valley,0
03-29,city/community,unincorporated - leona valley,0
03-30,city/community,unincorporated - leona valley,0
03-31,city/community,unincorporated - leona valley,0
04-01,city/community,unincorporated - leona valley,0
04-02,city/community,unincorporated - leona valley,0
04-03,city/community,unincorporated - leona valley,0
03-28,city/community,unincorporated - littlerock,0
03-29,city/community,unincorporated - littlerock,0
03-30,city/community,unincorporated - littlerock,0
03-31,city/community,unincorporated - littlerock,0
04-01,city/community,unincorporated - littlerock,0
04-02,city/community,unincorporated - littlerock,0
04-03,city/community,unincorporated - littlerock,0
03-28,city/community,unincorporated - littlerock/juniper hills,0
03-29,city/community,unincorporated - littlerock/juniper hills,0
03-30,city/community,unincorporated - littlerock/juniper hills,0
03-31,city/community,unincorporated - littlerock/juniper hills,0
04-01,city/community,unincorporated - littlerock/juniper hills,0
04-02,city/community,unincorporated - littlerock/juniper hills,0
04-03,city/community,unincorporated - littlerock/juniper hills,0
03-28,city/community,unincorporated - littlerock/pearblossom,0
03-29,city/community,unincorporated - littlerock/pearblossom,0
03-30,city/community,unincorporated - littlerock/pearblossom,0
03-31,city/community,unincorporated - littlerock/pearblossom,0
04-01,city/community,unincorporated - littlerock/pearblossom,0
04-02,city/community,unincorporated - littlerock/pearblossom,0
04-03,city/community,unincorporated - littlerock/pearblossom,0
03-28,city/community,unincorporated - llano,0
03-29,city/community,unincorporated - llano,0
03-30,city/community,unincorporated - llano,0
03-31,city/community,unincorporated - llano,0
04-01,city/community,unincorporated - llano,0
04-02,city/community,unincorporated - llano,0
04-03,city/community,unincorporated - llano,0
03-28,city/community,unincorporated - long beach,0
03-29,city/community,unincorporated - long beach,0
03-30,city/community,unincorporated - long beach,0
03-31,city/community,unincorporated - long beach,0
04-01,city/community,unincorporated - long beach,0
04-02,city/community,unincorporated - long beach,0
04-03,city/community,unincorporated - long beach,0
03-31,city/community,unincorporated - lynwood,0
04-01,city/community,unincorporated - lynwood,0
04-02,city/community,unincorporated - lynwood,0
03-28,city/community,unincorporated - marina del rey,0
03-29,city/community,unincorporated - marina del rey,0
03-30,city/community,unincorporated - marina del rey,0
03-31,city/community,unincorporated - marina del rey,5
04-01,city/community,unincorporated - marina del rey,5
04-02,city/community,unincorporated - marina del rey,5
04-03,city/community,unincorporated - marina del rey,5
03-31,city/community,unincorporated - miracle mile,0
04-01,city/community,unincorporated - miracle mile,0
04-02,city/community,unincorporated - miracle mile,0
03-28,city/community,unincorporated - monrovia,0
03-29,city/community,unincorporated - monrovia,0
03-30,city/community,unincorporated - monrovia,0
03-31,city/community,unincorporated - monrovia,0
04-01,city/community,unincorporated - monrovia,0
04-02,city/community,unincorporated - monrovia,0
03-28,city/community,unincorporated - newhall,0
03-29,city/community,unincorporated - newhall,0
03-30,city/community,unincorporated - newhall,0
03-31,city/community,unincorporated - newhall,0
04-01,city/community,unincorporated - newhall,0
04-02,city/community,unincorporated - newhall,0
04-03,city/community,unincorporated - newhall,0
03-28,city/community,unincorporated - north lancaster,0
03-29,city/community,unincorporated - north lancaster,0
03-30,city/community,unincorporated - north lancaster,0
03-31,city/community,unincorporated - north lancaster,0
04-01,city/community,unincorporated - north lancaster,0
04-02,city/community,unincorporated - north lancaster,0
04-03,city/community,unincorporated - north lancaster,0
03-28,city/community,unincorporated - north whittier,0
03-29,city/community,unincorporated - north whittier,0
03-30,city/community,unincorporated - north whittier,0
03-31,city/community,unincorporated - north whittier,0
04-01,city/community,unincorporated - north whittier,0
04-02,city/community,unincorporated - north whittier,0
